,name,passes completed,passes attempted,passes success rate,total distance of passes (yards),progressive distance,short passes completed,short passes attempted,short passes succes rate,medium passes completed,medium passes attempted,medium passes succes rate,long passes completed,long passes attempted,long passes succes rate,assists,expected assists 2nd deegree,expected assists,key passes,passes into 1/3,passes into penalty area
2271,Rogério,1644,2038,80.7,28400,11170,820,884,92.8,618,731,84.5,174,313,55.6,3,2.7,2.2,30,126,47
2272,Merlin Röhl,13,18,72.2,158,41,8,9,88.9,4,5,80.0,0,0,,1,0.5,0.2,3,1,1
2273,Tony Rölke,5,8,62.5,60,0,3,5,60.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0
2274,Filippo Romagna,34,36,94.4,579,165,13,13,100.0,21,22,95.5,0,1,0.0,0,0.0,0.0,0,0,0
2275,Alessio Romagnoli,1673,1849,90.5,28906,11821,753,789,95.4,717,764,93.8,153,223,68.6,0,0.1,0.4,2,91,4
2276,Simone Romagnoli,61,74,82.4,1136,497,18,19,94.7,42,49,85.7,1,6,16.7,0,0.0,0.0,0,1,0
2277,Leonardo Román,29,42,69.0,846,648,6,6,100.0,12,12,100.0,11,24,45.8,0,0.0,0.0,0,0,0
2278,Cristian Romero,1407,1606,87.6,25378,9085,562,618,90.9,698,746,93.6,119,176,67.6,1,1.2,1.0,8,87,8
2279,Iván Romero,1,3,33.3,12,2,1,2,50.0,0,1,0.0,0,0,,0,0.0,0.0,0,0,0
2280,Luka Romero,70,80,87.5,800,152,56,60,93.3,10,12,83.3,1,2,50.0,0,0.1,0.1,2,2,0
2281,Oriol Romeu,28,30,93.3,453,79,10,11,90.9,15,16,93.8,2,2,100.0,0,0.0,0.2,0,0,2
2282,Oriol Romeu,1405,1626,86.4,24124,6512,641,695,92.2,593,655,90.5,123,187,65.8,0,0.9,1.3,20,124,16
2283,Cristiano Ronaldo,121,162,74.7,1412,258,85,97,87.6,27,39,69.2,1,5,20.0,0,0.4,0.2,6,7,1
2284,Connor Ronan,3,4,75.0,37,18,2,2,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,3,0
2285,Salomón Rondón,22,29,75.9,203,35,15,21,71.4,3,3,100.0,0,0,,0,0.2,0.1,2,2,1
2286,Valentin Rongier,1855,2109,88.0,31535,9032,808,898,90.0,821,888,92.5,147,197,74.6,2,2.7,3.1,32,224,34
2287,Marten de Roon,1587,1912,83.0,29393,8619,635,714,88.9,736,842,87.4,177,273,64.8,1,1.8,2.0,20,156,24
2288,Pablo Rosario,930,1049,88.7,16595,5260,377,412,91.5,431,470,91.7,95,124,76.6,1,1.8,1.0,19,84,15
2289,Francesco Rossi,3,4,75.0,52,28,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0
2290,Tom Rothe,15,18,83.3,282,72,5,6,83.3,9,9,100.0,1,3,33.3,0,0.0,0.0,0,1,0
2291,Joe Rothwell,385,457,84.2,6524,1662,179,196,91.3,154,165,93.3,36,68,52.9,1,1.0,1.5,8,34,11
2292,Anthony Rouault,1802,2063,87.3,34985,13356,621,677,91.7,941,1003,93.8,208,329,63.2,1,0.8,0.5,6,113,6
2293,Jérôme Roussillon,3,7,42.9,40,5,2,3,66.7,1,3,33.3,0,0,,0,0.0,0.0,1,0,0
2294,Jérôme Roussillon,307,438,70.1,4732,2037,177,217,81.6,106,143,74.1,19,54,35.2,2,1.1,1.5,6,19,9
2295,Nicolò Rovella,1206,1363,88.5,22554,5545,496,534,92.9,549,594,92.4,145,193,75.1,2,2.2,1.6,22,105,15
2296,Nicolò Rovella,22,25,88.0,448,82,7,8,87.5,11,12,91.7,3,4,75.0,0,0.0,0.0,0,3,0
2297,Amir Rrahmani,1977,2167,91.2,39821,13543,641,688,93.2,1039,1081,96.1,266,349,76.2,1,1.0,0.8,12,149,7
2298,Ruan,835,939,88.9,16214,4320,248,275,90.2,499,535,93.3,74,97,76.3,0,0.0,0.8,1,22,1
2299,Rubén,232,339,68.4,3895,1166,119,138,86.2,81,117,69.2,25,61,41.0,2,1.5,0.9,7,12,7
2300,Antonio Rüdiger,1486,1617,91.9,26566,8924,595,621,95.8,768,807,95.2,109,153,71.2,0,0.1,0.9,2,75,6
2301,Sebastian Rudy,330,442,74.7,6007,2289,146,171,85.4,132,159,83.0,43,81,53.1,1,0.8,1.6,14,32,7
2302,Daniele Rugani,231,262,88.2,4696,1347,64,70,91.4,150,159,94.3,17,33,51.5,0,0.0,0.0,0,7,0
2303,Matteo Ruggeri,515,631,81.6,8203,3341,278,311,89.4,187,227,82.4,36,57,63.2,1,0.9,0.9,10,38,12
2304,Mário Rui,1408,1734,81.2,25486,8770,685,748,91.6,520,625,83.2,180,290,62.1,6,4.0,4.4,46,146,54
2305,Aitor Ruibal,647,841,76.9,10213,3689,356,394,90.4,212,281,75.4,51,100,51.0,0,2.1,1.1,15,51,12
2306,Kays Ruiz,26,29,89.7,233,40,20,20,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0,0,0
2307,Fabián Ruiz Peña,1614,1763,91.5,24039,6080,876,929,94.3,556,596,93.3,96,124,77.4,2,2.1,2.9,17,151,22
2308,Víctor Ruiz,213,251,84.9,3911,1737,88,98,89.8,104,111,93.7,18,37,48.6,0,0.2,0.2,2,11,0
2309,Gerónimo Rulli,464,543,85.5,11876,7752,82,83,98.8,270,271,99.6,109,184,59.2,0,0.0,0.0,0,6,0
2310,Alessandro Russo,37,50,74.0,750,387,16,16,100.0,15,15,100.0,6,19,31.6,0,0.0,0.0,0,0,0
2311,Franco Russo,46,60,76.7,957,445,17,23,73.9,22,24,91.7,7,13,53.8,0,0.0,0.0,0,4,0
2312,Georginio Rutter,31,62,50.0,439,97,19,33,57.6,9,16,56.3,2,2,100.0,1,0.3,0.2,4,1,2
2313,Georginio Rutter,95,158,60.1,1532,455,49,73,67.1,31,52,59.6,10,12,83.3,2,2.3,3.2,10,11,9
2314,Julian Ryerson,350,501,69.9,5692,2097,183,215,85.1,121,167,72.5,33,81,40.7,0,0.5,1.7,8,22,12
2315,Julian Ryerson,817,998,81.9,12525,3546,458,494,92.7,284,347,81.8,53,96,55.2,1,1.5,1.7,13,49,10
2316,Frederik Rønnow,888,1280,69.4,26806,20811,142,143,99.3,436,436,100.0,308,696,44.3,1,0.0,0.2,1,69,3
2317,José Sá,837,1200,69.8,20499,13561,203,206,98.5,450,463,97.2,182,522,34.9,0,0.0,0.0,0,10,0
2318,Youssouf Sabaly,780,949,82.2,10707,4336,468,514,91.1,249,313,79.6,25,55,45.5,1,0.7,0.5,12,51,9
2319,Halid Šabanović,228,280,81.4,3332,1097,135,147,91.8,69,93,74.2,12,22,54.5,0,0.0,0.1,2,20,4
2320,Abdelhamid Sabiri,310,461,67.2,5531,1574,141,180,78.3,118,162,72.8,39,85,45.9,0,1.4,1.2,14,44,12
2321,Marcel Sabitzer,237,307,77.2,3577,1123,129,157,82.2,80,97,82.5,15,22,68.2,1,0.9,1.3,10,30,7
2322,Marcel Sabitzer,402,466,86.3,6205,1668,210,230,91.3,159,181,87.8,19,32,59.4,1,0.4,0.6,6,36,5
2323,Falaye Sacko,999,1240,80.6,15965,5374,499,565,88.3,392,467,83.9,72,142,50.7,3,1.1,1.2,19,57,11
2324,Umar Sadiq,22,36,61.1,254,34,11,15,73.3,8,11,72.7,0,0,,0,0.2,0.1,3,0,1
2325,Umar Sadiq,13,13,100.0,162,35,9,9,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0
2326,Alexis Saelemaekers,480,621,77.3,6935,1932,279,332,84.0,155,197,78.7,26,46,56.5,3,4.1,3.6,22,28,30
2327,Wesley Saïd,155,195,79.5,2247,565,95,114,83.3,44,53,83.0,11,18,61.1,0,0.9,0.8,7,17,13
2328,Allan Saint-Maximin,316,447,70.7,5087,1599,169,209,80.9,106,154,68.8,29,41,70.7,5,4.6,2.8,31,23,35
2329,Théo Sainte-Luce,219,266,82.3,3223,1215,122,137,89.1,83,100,83.0,7,17,41.2,1,0.7,0.9,6,11,5
2330,Samuel Sáiz,122,162,75.3,1903,476,71,82,86.6,36,46,78.3,10,15,66.7,0,0.2,0.3,3,13,7
2331,Bukayo Saka,1054,1430,73.7,15405,3694,653,753,86.7,292,378,77.2,70,164,42.7,11,8.5,5.8,75,50,66
2332,Hamza Sakhi,756,947,79.8,14936,4518,281,316,88.9,296,351,84.3,141,216,65.3,2,3.2,3.3,37,102,22
2333,Mamadou Sakho,397,459,86.5,6800,2504,157,175,89.7,205,227,90.3,21,39,53.8,0,0.2,0.4,1,15,0
2334,Jacopo Sala,36,46,78.3,589,199,20,21,95.2,13,15,86.7,3,5,60.0,0,0.0,0.1,1,4,2
2335,Ibrahim Salah,94,121,77.7,1421,359,44,54,81.5,40,46,87.0,5,11,45.5,0,0.3,0.4,6,6,8
2336,Mohamed Salah,902,1185,76.1,12538,3403,533,648,82.3,283,352,80.4,38,66,57.6,12,7.2,7.2,65,53,80
2337,Amine Salama,236,321,73.5,3246,780,133,171,77.8,72,99,72.7,8,11,72.7,1,1.5,1.9,9,17,12
2338,Kike Salas,177,211,83.9,3258,1273,69,74,93.2,89,100,89.0,18,32,56.3,1,0.2,0.0,1,9,1
2339,William Saliba,1698,1865,91.0,29692,11617,715,767,93.2,844,905,93.3,108,144,75.0,1,1.2,0.3,6,111,3
2340,Dikeni-Rafid Salifou,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
2341,Mohammed Salisu,879,1196,73.5,16118,7370,360,412,87.4,426,538,79.2,86,209,41.1,1,0.6,0.5,7,80,7
2342,Roland Sallai,238,342,69.6,3506,824,136,160,85.0,74,106,69.8,13,35,37.1,3,1.3,1.6,17,11,12
2343,Yoann Salmier,1198,1456,82.3,21721,8653,485,543,89.3,552,620,89.0,121,235,51.5,0,0.4,0.4,5,108,1
2344,Salvi,119,208,57.2,1677,539,85,106,80.2,23,46,50.0,8,26,30.8,0,0.7,0.8,7,7,8
2345,Lazar Samardzic,715,893,80.1,13984,4303,295,332,88.9,266,308,86.4,130,206,63.1,4,3.7,2.9,48,82,21
2346,Diadie Samassékou,17,20,85.0,252,66,6,7,85.7,10,11,90.9,0,1,0.0,0,0.0,0.0,0,2,0
2347,Mama Samba Baldé,389,584,66.6,6054,1298,200,295,67.8,137,180,76.1,29,43,67.4,3,2.1,1.6,22,33,15
2348,Brice Samba,938,1237,75.8,25038,16717,208,209,99.5,395,402,98.3,320,607,52.7,0,0.1,0.0,1,17,1
2349,Albert Sambi Lokonga,132,140,94.3,2321,539,59,62,95.2,60,63,95.2,11,12,91.7,0,0.0,0.1,1,17,1
2350,Albert Sambi Lokonga,228,264,86.4,3763,1080,112,124,90.3,96,101,95.0,17,28,60.7,0,0.0,0.1,1,23,0
2351,Junior Sambia,312,396,78.8,4617,1867,178,198,89.9,107,141,75.9,14,33,42.4,1,1.6,0.7,7,14,10
2352,Fede San Emeterio,518,657,78.8,8578,2348,274,318,86.2,188,231,81.4,43,72,59.7,1,0.8,0.4,6,45,5
2353,Antonio Sanabria,524,691,75.8,7116,910,335,405,82.7,132,177,74.6,23,31,74.2,4,3.0,1.4,25,34,15
2354,Leandro Sanca,9,12,75.0,171,27,4,5,80.0,2,4,50.0,2,2,100.0,0,0.0,0.0,0,0,0
2355,Oihan Sancet,788,975,80.8,11658,3001,453,516,87.8,271,329,82.4,41,59,69.5,2,4.2,2.4,44,88,27
2356,Renato Sanches,608,669,90.9,9958,2377,300,331,90.6,243,254,95.7,48,58,82.8,0,1.7,1.3,10,64,3
2357,Alexis Sánchez,681,934,72.9,11500,2775,320,426,75.1,238,306,77.8,76,105,72.4,3,5.8,5.1,55,65,64
2358,Antonio Sánchez,312,447,69.8,5402,1314,146,176,83.0,122,156,78.2,33,69,47.8,0,0.8,0.8,6,24,6
2359,Davinson Sánchez,515,594,86.7,9178,2770,187,201,93.0,297,320,92.8,24,52,46.2,0,0.4,0.2,2,35,1
2360,Iván Sánchez,381,480,79.4,6282,1895,175,201,87.1,160,183,87.4,29,53,54.7,1,1.6,1.7,17,36,16
2361,Javi Sánchez,962,1175,81.9,19443,7131,314,350,89.7,499,551,90.6,131,228,57.5,0,0.1,0.4,3,65,3
2362,Manu Sánchez,916,1144,80.1,13651,4619,538,603,89.2,302,375,80.5,53,106,50.0,2,2.1,3.1,28,72,35
2363,Robert Sánchez,604,781,77.3,13655,8845,203,204,99.5,283,292,96.9,111,270,41.1,0,0.0,0.0,0,11,0
2364,Jadon Sancho,647,776,83.4,7890,1794,450,504,89.3,140,164,85.4,15,26,57.7,3,5.0,4.1,43,23,40
2365,Alex Sandro,1081,1256,86.1,19560,6667,466,504,92.5,477,532,89.7,120,172,69.8,1,0.9,1.1,12,93,9
2366,Leroy Sané,880,1078,81.6,12202,3032,533,614,86.8,264,311,84.9,43,69,62.3,7,4.3,5.1,35,58,47
2367,Sidi Sané,7,7,100.0,103,6,1,1,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,0,0
2368,Morgan Sanson,5,7,71.4,55,12,3,4,75.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0
2369,Morgan Sanson,480,620,77.4,8228,2377,221,259,85.3,185,230,80.4,52,89,58.4,2,2.1,2.2,18,67,16
2370,Nicola Sansone,161,218,73.9,2232,509,98,118,83.1,40,56,71.4,9,18,50.0,2,1.0,0.8,8,6,4
2371,Baptiste Santamaria,1119,1317,85.0,21674,5252,410,476,86.1,515,583,88.3,162,204,79.4,0,0.7,1.3,12,125,8
2372,Riccardo Saponara,329,457,72.0,4773,1264,209,249,83.9,85,122,69.7,19,39,48.7,3,3.4,2.2,20,26,27
2373,Pablo Sarabia,252,365,69.0,3772,1260,151,176,85.8,66,92,71.7,22,59,37.3,0,0.8,0.8,11,26,15
2374,Pablo Sarabia,147,187,78.6,2118,609,81,94,86.2,49,56,87.5,6,16,37.5,0,1.3,1.1,10,14,7
2375,Jeremy Sarmiento,53,67,79.1,694,191,32,38,84.2,16,19,84.2,1,2,50.0,1,0.2,0.3,2,4,5
2376,Amin Sarr,104,142,73.2,1376,210,62,83,74.7,25,36,69.4,7,7,100.0,1,0.4,0.3,4,6,4
2377,Bouna Sarr,1,2,50.0,17,3,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0
2378,Malang Sarr,460,517,89.0,9845,3187,120,131,91.6,258,274,94.2,74,95,77.9,0,0.0,0.2,1,55,1
2379,Mamadou Sarr,8,8,100.0,170,77,1,1,100.0,6,6,100.0,1,1,100.0,0,0.0,0.0,0,0,0
2380,Mouhamadou Sarr,62,84,73.8,1985,1440,6,6,100.0,33,33,100.0,23,44,52.3,0,0.0,0.0,0,2,0
2381,Martin Satriano,249,384,64.8,3296,593,143,197,72.6,72,107,67.3,11,23,47.8,1,1.2,1.4,14,16,9
2382,Téji Savanier,1185,1695,69.9,22639,8622,530,631,84.0,362,486,74.5,227,456,49.8,4,5.8,5.8,56,172,48
2383,Esteban Saveljich,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0
2384,Stefan Savić,1001,1141,87.7,18727,7359,380,404,94.1,498,553,90.1,107,150,71.3,0,0.0,0.2,1,61,1
2385,Joe Scally,921,1173,78.5,14499,4462,482,547,88.1,366,434,84.3,60,121,49.6,0,1.8,2.4,13,40,20
2386,Giorgio Scalvini,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,48.9,2,0.4,0.8,9,133,14
2387,Gianluca Scamacca,118,177,66.7,2014,378,63,85,74.1,31,52,59.6,17,21,81.0,0,0.7,0.5,13,14,5
2388,Gustavo Scarpa,51,78,65.4,1112,454,16,19,84.2,26,31,83.9,8,18,44.4,0,0.0,0.0,1,10,0
2389,Kevin Schade,103,173,59.5,1282,285,62,89,69.7,29,51,56.9,1,6,16.7,1,1.1,0.8,8,8,5
2390,Kevin Schade,26,55,47.3,326,84,14,25,56.0,8,13,61.5,0,1,0.0,0,0.0,0.5,0,5,1
2391,András Schäfer,205,274,74.8,3141,695,108,131,82.4,81,97,83.5,9,23,39.1,0,0.2,0.6,3,22,4
2392,Fabian Schär,1423,1846,77.1,29289,11775,480,560,85.7,734,851,86.3,199,386,51.6,3,3.3,2.1,19,142,23
2393,Derry Scherhant,33,50,66.0,400,64,16,21,76.2,12,21,57.1,0,0,,0,0.1,0.0,1,0,0
2394,Patrik Schick,176,253,69.6,2172,435,110,153,71.9,48,70,68.6,3,5,60.0,1,0.6,0.4,10,3,7
2395,Kingsley Schindler,352,546,64.5,6455,2445,133,169,78.7,173,243,71.2,37,86,43.0,1,0.7,0.7,10,30,12
2396,Xaver Schlager,771,928,83.1,13466,4066,370,411,90.0,324,369,87.8,74,106,69.8,1,0.7,1.6,8,87,10
2397,Keven Schlotterbeck,6,6,100.0,87,17,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0
2398,Keven Schlotterbeck,208,315,66.0,4404,1552,68,96,70.8,111,145,76.6,29,67,43.3,0,0.5,0.2,4,15,1
2399,Nico Schlotterbeck,1648,1910,86.3,33135,11360,558,609,91.6,860,920,93.5,215,335,64.2,5,1.7,1.3,14,137,11
2400,Jeffrey Schlupp,665,900,73.9,10562,2798,338,418,80.9,254,312,81.4,52,104,50.0,1,1.4,1.0,18,59,11
2401,Kasper Schmeichel,918,1188,77.3,25553,18698,162,162,100.0,419,430,97.4,332,589,56.4,0,0.4,0.0,2,8,0
2402,Jonathan Schmid,23,28,82.1,365,121,14,16,87.5,6,8,75.0,3,4,75.0,0,0.1,0.1,1,1,2
2403,Romano Schmid,561,750,74.8,8443,2852,309,379,81.5,180,225,80.0,44,71,62.0,3,2.0,2.2,22,59,19
2404,Kenneth Schmidt,166,187,88.8,3199,965,55,61,90.2,93,98,94.9,16,25,64.0,0,0.0,0.0,0,13,1
2405,Niklas Schmidt,446,601,74.2,8908,2732,187,222,84.2,170,214,79.4,82,125,65.6,0,1.3,1.7,16,64,25
2406,Benno Schmitz,938,1499,62.6,16734,8969,398,488,81.6,435,644,67.5,91,272,33.5,0,2.4,3.1,19,108,42
2407,Jerdy Schouten,1299,1498,86.7,20836,5831,688,763,90.2,494,553,89.3,87,115,75.7,2,1.5,1.0,19,118,9
2408,Perr Schuurs,1058,1201,88.1,20819,6259,320,358,89.4,622,671,92.7,108,142,76.1,2,0.9,0.8,7,35,3
2409,Marvin Schwäbe,1091,1390,78.5,28445,18655,168,170,98.8,636,646,98.5,287,569,50.4,0,0.0,0.1,0,22,1
2410,Alexander Schwolow,567,853,66.5,18860,15113,87,88,98.9,231,234,98.7,246,524,46.9,0,0.1,0.2,1,32,2
2411,Manuel Sebastián,52,66,78.8,952,253,16,19,84.2,28,29,96.6,5,11,45.5,0,0.1,0.0,2,5,0
2412,Demba Seck,127,166,76.5,1746,354,79,88,89.8,41,52,78.8,3,6,50.0,0,0.6,0.3,6,8,5
2413,Haris Seferović,134,218,61.5,1847,367,74,107,69.2,40,66,60.6,7,19,36.8,1,0.5,0.6,6,11,4
2414,Telasco Segovia,3,3,100.0,38,0,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0
2415,Jacopo Segre,8,9,88.9,103,22,6,7,85.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0
2416,Paul Seguin,223,326,68.4,3821,1157,95,121,78.5,98,130,75.4,20,48,41.7,3,2.0,2.4,10,26,16
2417,Alidu Seidu,1152,1375,83.8,20609,6267,470,517,90.9,537,612,87.7,110,184,59.8,0,0.5,0.6,7,52,11
2418,Davie Selke,41,68,60.3,456,160,25,33,75.8,9,16,56.3,0,1,0.0,1,0.9,0.6,4,5,0
2419,Davie Selke,118,212,55.7,1441,257,75,116,64.7,35,62,56.5,0,3,0.0,0,0.9,1.1,9,4,4
2420,Matz Sels,636,973,65.4,18508,14417,123,125,98.4,269,275,97.8,239,566,42.2,0,0.3,0.0,1,17,0
2421,Nélson Semedo,1211,1499,80.8,18149,6122,706,772,91.5,427,525,81.3,59,126,46.8,1,0.7,0.9,11,103,15
2422,Vivaldo Semedo,6,7,85.7,66,22,5,6,83.3,1,1,100.0,0,0,,0,0.0,0.0,0,1,1
2423,Antoine Semenyo,38,57,66.7,543,153,24,33,72.7,11,13,84.6,2,4,50.0,0,0.1,0.0,2,5,0
2424,Marvin Senaya,4,5,80.0,77,58,2,2,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,0,0,1
2425,Marcos Senesi,1064,1322,80.5,21380,9358,360,399,90.2,551,625,88.2,137,245,55.9,0,0.5,0.4,5,86,4
2426,Stefano Sensi,1089,1281,85.0,20124,6412,464,516,89.9,465,511,91.0,134,194,69.1,1,2.1,2.6,24,128,21
2427,Jaime Seoane,87,112,77.7,1488,456,40,50,80.0,28,34,82.4,11,17,64.7,0,0.3,0.3,6,7,1
2428,Luigi Sepe,441,648,68.1,11985,9017,79,79,100.0,216,217,99.5,143,345,41.4,0,0.0,0.0,0,8,0
2429,Suat Serdar,431,615,70.1,7626,2154,196,249,78.7,175,231,75.8,50,77,64.9,2,1.6,1.8,18,50,14
2430,Leonardo Sernicola,615,945,65.1,10638,4546,293,352,83.2,239,389,61.4,64,143,44.8,2,2.3,2.2,25,50,29
2431,Ryan Sessegnon,280,390,71.8,4093,1075,178,213,83.6,81,120,67.5,16,29,55.2,0,1.1,1.1,6,16,11
2432,Stephan El Shaarawy,665,825,80.6,10633,2974,357,403,88.6,245,298,82.2,47,77,61.0,2,1.4,1.6,27,36,21
2433,Eniss Shabani,5,6,83.3,72,22,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,2,0
2434,Luke Shaw,1757,2098,83.7,27648,10568,962,1047,91.9,641,732,87.6,112,205,54.6,2,3.6,2.9,34,169,28
2435,Jonjo Shelvey,19,26,73.1,442,176,5,6,83.3,8,10,80.0,4,8,50.0,0,0.0,0.0,0,4,0
2436,Jonjo Shelvey,221,302,73.2,4761,1861,73,86,84.9,98,112,87.5,47,98,48.0,0,0.3,0.8,6,37,8
2437,Eldor Shomurodov,143,205,69.8,1903,367,86,113,76.1,44,56,78.6,5,11,45.5,1,1.4,0.8,11,7,5
2438,Eldor Shomurodov,25,33,75.8,371,69,15,19,78.9,9,11,81.8,1,1,100.0,0,0.0,0.0,0,0,1
2439,Kaj Sierhuis,33,64,51.6,627,107,15,24,62.5,12,24,50.0,5,8,62.5,0,0.0,0.1,0,2,0
2440,Vincent Sierro,321,408,78.7,6144,1812,120,145,82.8,151,174,86.8,41,67,61.2,0,0.8,0.6,11,36,6
2441,Kiliann Sildillia,787,1103,71.4,14814,5194,316,402,78.6,333,448,74.3,118,183,64.5,2,0.7,1.3,10,69,9
2442,André Silva,349,477,73.2,4277,862,241,291,82.8,75,104,72.1,9,14,64.3,3,2.9,2.9,26,16,13
2443,Bernardo Silva,1317,1543,85.4,20840,3604,717,771,93.0,462,529,87.3,92,149,61.7,5,3.3,4.0,31,76,35
2444,Caio Henrique Oliveira Silva,1478,1963,75.3,24343,9841,713,792,90.0,608,763,79.7,114,312,36.5,9,5.2,5.4,51,137,34
2445,David Silva,983,1165,84.4,15023,3274,514,573,89.7,352,411,85.6,68,93,73.1,5,3.6,3.0,35,93,37
2446,Rui Silva,593,886,66.9,18170,13730,98,99,99.0,248,256,96.9,245,525,46.7,0,0.0,0.2,0,14,1
2447,Thiago Silva,1856,2042,90.9,34998,13939,678,718,94.4,993,1035,95.9,172,258,66.7,2,0.5,1.0,5,115,13
2448,Marco Silvestri,916,1177,77.8,23603,17093,190,190,100.0,486,492,98.8,236,488,48.4,0,0.0,0.0,0,9,0
2449,Abdallah Sima,274,374,73.3,3603,688,142,182,78.0,84,116,72.4,8,17,47.1,1,2.2,1.3,16,18,6
2450,Mohamed Simakan,901,1108,81.3,14885,5523,451,508,88.8,368,431,85.4,65,120,54.2,1,1.2,1.4,11,81,16
2451,Giovanni Simeone,76,106,71.7,1016,178,44,55,80.0,18,30,60.0,5,6,83.3,1,1.2,0.3,5,3,2
2452,Ellis Simms,38,62,61.3,505,105,20,31,64.5,9,17,52.9,3,3,100.0,0,0.1,0.4,2,3,1
2453,Simo,58,61,95.1,998,384,31,32,96.9,21,21,100.0,6,7,85.7,0,0.0,0.0,0,11,0
2454,Moses Simon,463,725,63.9,7630,2088,232,296,78.4,173,264,65.5,41,104,39.4,4,3.5,4.0,43,34,31
2455,Unai Simón,690,951,72.6,19697,14574,94,95,98.9,383,393,97.5,212,459,46.2,0,0.0,0.0,0,18,0
2456,Lassine Sinayoko,413,555,74.4,5950,1763,235,298,78.9,124,165,75.2,26,43,60.5,2,2.6,1.8,23,38,28
2457,Wilfried Singo,853,1138,75.0,14659,4321,393,458,85.8,376,492,76.4,67,131,51.1,1,1.9,1.7,23,46,24
2458,Luis Sinisterra,273,339,80.5,3710,993,161,188,85.6,72,84,85.7,14,19,73.7,0,0.4,0.9,9,18,17
2459,Daley Sinkgraven,159,209,76.1,2513,753,94,106,88.7,48,63,76.2,15,33,45.5,2,1.3,0.3,6,12,1
2460,Tobias Sippel,174,260,66.9,4274,3193,44,45,97.8,85,86,98.8,43,127,33.9,0,0.0,0.0,0,3,0
2461,Hugo Siquet,5,7,71.4,59,44,4,4,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0
2462,Salvatore Sirigu,28,38,73.7,930,572,2,2,100.0,12,12,100.0,14,24,58.3,0,0.0,0.0,0,0,0
2463,Ibrahima Sissoko,489,636,76.9,8178,2320,232,287,80.8,199,245,81.2,41,59,69.5,2,0.9,1.2,11,50,15
2464,Moussa Sissoko,628,787,79.8,10251,3230,292,356,82.0,257,299,86.0,45,71,63.4,0,0.9,1.0,17,80,10
2465,Tim Skarke,22,36,61.1,338,71,11,16,68.8,11,14,78.6,0,5,0.0,0,0.0,0.0,1,1,1
2466,Tim Skarke,94,145,64.8,1501,486,41,55,74.5,37,55,67.3,9,16,56.3,1,0.9,0.9,10,6,3
2467,Ellyes Skhiri,1505,1717,87.7,26548,8222,615,688,89.4,739,804,91.9,126,152,82.9,1,1.8,1.8,27,112,13
2468,Oliver Skipp,660,772,85.5,10674,2638,326,354,92.1,270,300,90.0,42,63,66.7,0,0.6,0.4,10,52,7
2469,Leo Skiri Østigård,306,357,85.7,6056,2161,108,118,91.5,150,173,86.7,41,55,74.5,0,0.0,0.1,0,26,0
2470,Łukasz Skorupski,957,1216,78.7,24937,16773,197,199,99.0,426,430,99.1,306,554,55.2,0,0.0,0.0,0,4,0
2471,Robert Skov,509,728,69.9,9105,3139,232,274,84.7,213,297,71.7,54,115,47.0,2,1.8,2.3,21,35,22
2472,Milan Škriniar,1275,1397,91.3,23769,7731,445,479,92.9,707,739,95.7,103,144,71.5,0,0.3,0.4,6,79,4
2473,Naatan Skyttä,7,11,63.6,87,19,4,6,66.7,2,4,50.0,0,0,,0,0.0,0.0,0,1,0
2474,Islam Slimani,261,367,71.1,3733,663,143,192,74.5,87,117,74.4,13,21,61.9,1,1.1,1.5,13,22,4
2475,Chris Smalling,1173,1344,87.3,22956,7520,335,366,91.5,713,778,91.6,113,162,69.8,1,0.4,0.8,6,35,3
2476,Adam Smith,953,1264,75.4,16233,6898,450,513,87.7,398,501,79.4,88,194,45.4,1,1.3,1.5,16,70,28
2477,Emile Smith Rowe,74,85,87.1,1070,240,44,48,91.7,24,28,85.7,5,6,83.3,2,0.7,0.6,6,3,4
2478,Hrvoje Smolčić,287,355,80.8,5494,2389,96,111,86.5,166,188,88.3,23,45,51.1,0,0.0,0.1,0,8,0
2479,Cédric Soares,19,24,79.2,257,54,10,10,100.0,8,10,80.0,0,3,0.0,0,0.0,0.0,0,0,0
2480,Cédric Soares,143,186,76.9,2394,686,72,78,92.3,57,68,83.8,13,31,41.9,0,0.3,0.2,2,13,4
